CODCONTA,CODMOV,CODTIPMOV,DATA,VALOR,OBS,DOCUMENTO,CODFORNEC,DATAEMISSAO,MES,IDREMESSA,VINCULADO,SALDOANT,SALDOATUAL,CODCAIXA_LANC,IDCODDESP_LANC,DEPOSITO_VINC,DESBLOQ_DEP,SELECIONADO,ORIGEM_LANC,ORIGEM_IDLANC,CONC_CONCILIADO,CONC_DATA,CONC_NUMERO,CONC_VALOR,CONC_OPERACAO,CONC_TIPOCONC
5,5883,99,2024-10-08,4570,Pagamento de terceiros - FACEMS/DOU FOLH,,0,,10/2024,0,0,,,,4556,,,,,,1,2024-10-08,202410081457000,4570,-,3
5,5884,99,2024-10-08,20,Tarifas bancárias TARIFA PIX ENVIADO,,0,,10/2024,0,0,,,,4557,,,,,,1,2024-10-08,2024100812000,20,-,3
5,5885,2,2024-10-08,2417.42,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-08,202410080241742,2417.42,+,2
5,5886,99,2024-10-10,27.42,Tarifas bancárias TARIFA PACOTE SERVIÇO,,0,,10/2024,0,0,,,,4558,,,,,,1,2024-10-10,2024101012742,27.42,-,3
7,5887,4,2024-10-16,23442.7,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1051,,,,,,
5,5888,99,2024-10-16,2960,Pagamento de terceiros - FACEMS/DOU GISE,,0,,10/2024,0,0,,,,4559,,,,,,,,,,,
5,5889,99,2024-10-16,1910,Pagamento de terceiros - FACEMS/DOU SALA,,0,,10/2024,0,0,,,,4560,,,,,,1,2024-10-16,202410161191000,1910,-,3
5,5890,99,2024-10-16,4857.59,Pagamento de terceiros - FACEMS/ITAQ ACE,,0,,10/2024,0,0,,,,4561,,,,,,1,2024-10-16,202410161485759,4857.59,-,3
5,5891,99,2024-10-16,5028.3,Pagamento de terceiros - FACEMS/DOU MULT,,0,,10/2024,0,0,,,,4562,,,,,,1,2024-10-16,202410161502830,5028.3,-,3
5,5892,99,2024-10-16,30.6,Pagamento de terceiros - FACEMS/LAB IP F,,0,,10/2024,0,0,,,,4563,,,,,,1,2024-10-16,2024101613060,30.6,-,3
5,5893,99,2024-10-16,1400,Pagamento de terceiros - FACEMS/NAV CONT,,0,,10/2024,0,0,,,,4564,,,,,,,,,,,
5,5894,99,2024-10-16,1301.29,Agua e esgotos (csp) CONTA AGUA COLEGIO ,,0,,10/2024,0,0,,,,4565,,,,,,1,2024-10-16,202410161130129,1301.29,-,3
5,5895,99,2024-10-16,713.43,Energia elétrica CONTA ENERGIA QUADRA,,0,,10/2024,0,0,,,,4566,,,,,,1,2024-10-16,20241016171343,713.43,-,3
5,5896,99,2024-10-16,198.09,Energia elétrica ENERGIA,,0,,10/2024,0,0,,,,4567,,,,,,1,2024-10-16,20241016119809,198.09,-,3
5,5897,99,2024-10-16,194,Energia elétrica ENERGIA CAMPO GRANDE,,0,,10/2024,0,0,,,,4568,,,,,,1,2024-10-16,20241016119400,194,-,3
5,5898,99,2024-10-16,175.48,Pagamento de terceiros - FACEMS/LAB ENER,,0,,10/2024,0,0,,,,4569,,,,,,1,2024-10-16,20241016117548,175.48,-,3
5,5899,99,2024-10-16,170.48,Pagamento de terceiros - FACEMS/DOU TARI,,0,,10/2024,0,0,,,,4570,,,,,,1,2024-10-16,20241016117048,170.48,-,3
5,5900,99,2024-10-16,3512.64,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,4571,0,,0,,,1,2024-10-16,202410161351264,3512.64,-,2
2,6127,4,2024-10-30,704.24,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1107,,,,,,
5,5901,99,2024-10-16,2000,Transferência bancária (entre contas) tr,,0,,10/2024,0,0,,,,4572,,,,,,,,,,,
6,5902,99,2024-10-14,12.2,Pagamento de terceiros - CEI/ITAQ DEBITO,,0,,10/2024,0,0,,,,4573,,,,,,1,2024-10-14,2024101411220,12.2,-,3
6,5903,99,2024-10-14,12.2,Pagamento de terceiros - CEI/ITAQ TARIFA,,0,,10/2024,0,0,,,,4574,,,,,,,,,,,
6,5904,4,2024-10-16,17920.71,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1052,1,2024-10-16,202410160179207,17920.71,+,3
6,5905,99,2024-10-16,1645,Transferência bancária (entre contas) TR,,0,,10/2024,0,0,,,,4575,,,,,,1,2024-10-16,202410161164500,1645,-,3
6,5906,99,2024-10-16,131.76,Pagamento de terceiros - FACEMS/LAB CONT,,0,,10/2024,0,0,,,,4576,,,,,,1,2024-10-16,20241016113176,131.76,-,3
6,5907,99,2024-10-16,30,Pagamento de terceiros - FACEMS/NAV IP F,,0,,10/2024,0,0,,,,4577,,,,,,,,,,,
6,5908,99,2024-10-16,215,Pagamento de terceiros - FACEMS/DOU MONI,,0,,10/2024,0,0,,,,4578,,,,,,1,2024-10-16,20241016121500,215,-,3
6,5909,99,2024-10-16,409.6,Despesas de copa 2 FARDOS DE CAFÉ,,0,,10/2024,0,0,,,,4579,,,,,,1,2024-10-16,20241016140960,409.6,-,3
6,5910,99,2024-10-16,30.6,Internet IP FIXO NAVIRAI,,0,,10/2024,0,0,,,,4580,,,,,,1,2024-10-16,2024101613060,30.6,-,3
6,5911,99,2024-10-16,131.7,Internet INTERNET CN,,0,,10/2024,0,0,,,,4581,,,,,,1,2024-10-16,20241016113170,131.7,-,3
6,5912,99,2024-10-16,131.7,Pagamento de terceiros - FACEMS/NAV INTE,,0,,10/2024,0,0,,,,4582,,,,,,1,2024-10-16,202410161131701,131.7,-,3
6,5913,99,2024-10-16,657.75,Pro-labore BRADESCO AUTO RE,,0,,10/2024,0,0,,,,4583,,,,,,1,2024-10-16,20241016165775,657.75,-,3
6,5914,99,2024-10-16,200,Pagamento de terceiros - CEI/ITAQ CONTA ,,0,,10/2024,0,0,,,,4584,,,,,,1,2024-10-16,20241016120000,200,-,3
6,5915,99,2024-10-16,616.21,Materiais elétricos MATERIAIS ELETRICOS,,0,,10/2024,0,0,,,,4585,,,,,,1,2024-10-16,20241016161621,616.21,-,3
6,5916,99,2024-10-16,967.53,Pro-labore COLEGIO DUDU,,0,,10/2024,0,0,,,,4586,,,,,,1,2024-10-16,20241016196753,967.53,-,3
6,5917,99,2024-10-16,432,Serviços prestados (csp) CONVENIO PIUI,,0,,10/2024,0,0,,,,4587,,,,,,1,2024-10-16,20241016143200,432,-,3
6,5918,99,2024-10-16,1226.88,Serviços prestados (csp) CONVENIO HAMBUR,,0,,10/2024,0,0,,,,4588,,,,,,1,2024-10-16,202410161122688,1226.88,-,3
6,5919,99,2024-10-16,3767.28,Locação de Equipamentos LOCAÇAO IMPRESSO,,0,,10/2024,0,0,,,,4589,,,,,,1,2024-10-16,202410161376728,3767.28,-,3
6,5920,99,2024-10-16,187.43,Manutenção e conservação predial (csp) C,,0,,10/2024,0,0,,,,4590,,,,,,1,2024-10-16,20241016118743,187.43,-,3
6,5921,99,2024-10-16,375.04,Pagamento de terceiros - CEI/ITAQ MONITO,,0,,10/2024,0,0,,,,4591,,,,,,1,2024-10-16,20241016137504,375.04,-,3
6,5922,99,2024-10-16,377.04,Direitos de uso de softwares SISTEMA FIN,,0,,10/2024,0,0,,,,4592,,,,,,1,2024-10-16,20241016137704,377.04,-,3
6,5923,99,2024-10-16,625,Pagamento de salario(Cei) 1º PARC. PROCE,,0,,10/2024,0,0,,,,4593,,,,,,1,2024-10-16,20241016162500,625,-,3
6,5924,99,2024-10-16,1000,Pagamento de salario(Cei) 1º PROC. TRABA,,0,,10/2024,0,0,,,,4594,,,,,,1,2024-10-16,202410161100000,1000,-,3
6,5925,99,2024-10-16,1333.26,Conservação e limpeza (csp) PAPEL TOALHA,,0,,10/2024,0,0,,,,4595,,,,,,1,2024-10-16,202410161133326,1333.26,-,3
2,6128,99,2024-10-30,803.6,Pagamento de terceiros - FACEMS/DOU ENER,,0,,10/2024,0,0,,,,4735,,,,,,,,,,,
2,6129,99,2024-10-30,2239,Viagens e estadias (csp) VIAGEM LETICIA ,,0,,10/2024,0,0,,,,4736,,,,,,,,,,,
6,5926,99,2024-10-16,976.5,Conservação e limpeza (csp) RESTANTE LIM,,0,,10/2024,0,0,,,,4596,,,,,,1,2024-10-16,20241016197650,976.5,-,3
6,5927,99,2024-10-16,742.24,Direitos de uso de softwares SAE+C,,0,,10/2024,0,0,,,,4597,,,,,,1,2024-10-16,20241016174224,742.24,-,3
6,5928,99,2024-10-16,588.24,Serviços prestados (csp) PLANO DE SAUDE,,0,,10/2024,0,0,,,,4598,,,,,,1,2024-10-16,20241016158824,588.24,-,3
6,5929,99,2024-10-16,217.5,Pagamento de terceiros - FACEMS/DOU GILS,,0,,10/2024,0,0,,,,4599,,,,,,1,2024-10-16,20241016121750,217.5,-,3
6,5930,99,2024-10-16,263.49,Pagamento de terceiros - FACEMS/DOU EMBA,,0,,10/2024,0,0,,,,4600,,,,,,1,2024-10-16,20241016126349,263.49,-,3
6,5931,99,2024-10-16,214.82,Pagamento de terceiros - FACEMS/DOU PROD,,0,,10/2024,0,0,,,,4601,,,,,,1,2024-10-16,20241016121482,214.82,-,3
6,5932,99,2024-10-16,418.34,Pagamento de terceiros - FACEMS/LAB PRO ,,0,,10/2024,0,0,,,,4602,,,,,,1,2024-10-16,20241016141834,418.34,-,3
6,5933,99,2024-10-16,51.86,Tarifas bancárias TARIFA PIX ENVIADO,,0,,10/2024,0,0,,,,4603,,,,,,,,,,,
2,5934,4,2024-10-17,689.99,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1053,1,2024-10-17,COB000001 -1,689.99,+,3
2,5935,99,2024-10-17,59,Pagamento de terceiros - FACEMS/DOU LAUR,,0,,10/2024,0,0,,,,4604,,,,,,1,2024-10-17,38733648000140,59,-,3
2,5936,99,2024-10-17,99,Taxas e emolumentos BLOQUEI RUA DRIVE TH,,0,,10/2024,0,0,,,,4605,,,,,,1,2024-10-17,PIX_DEB   03155,99,-,3
2,5937,99,2024-10-17,38.03,Pagamento de terceiros - FACEMS/DOU CONT,,0,,10/2024,0,0,,,,4606,,,,,,1,2024-10-17,CLARSP11G 40432,38.03,-,3
2,5938,99,2024-10-17,572,Serviços prestados (csp) CONVENIO PIUI,,0,,10/2024,0,0,,,,4607,,,,,,1,2024-10-17,PIX_DEB   84168,572,-,3
2,5939,99,2024-10-17,59,Pagamento de terceiros - FACEMS/DOU LORR,,0,,10/2024,0,0,,,,4608,,,,,,,,,,,
2,5940,99,2024-10-17,59,Pagamento de terceiros - FACEMS/NAV VALD,,0,,10/2024,0,0,,,,4609,,,,,,,,,,,
2,5941,99,2024-10-17,59,Pagamento de terceiros - FACEMS/ITAQ CLE,,0,,10/2024,0,0,,,,4610,,,,,,,,,,,
2,5942,99,2024-10-17,300,Manutenção e conservação predial (csp) T,,0,,10/2024,0,0,,,,4611,,,,,,1,2024-10-17,PIX_DEB   04142,300,-,3
2,5943,99,2024-10-17,39.96,Material de expediente (csp) COMPRA DE B,,0,,10/2024,0,0,,,,4612,,,,,,1,2024-10-17,VE0700140 HIPER,39.96,-,3
2,5944,5,2024-10-17,2015,RECEBIMENTO PIX W W A ENGENHARIA ,,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-17,PIX_CRED  23741,2015,+,2
2,5945,99,2024-10-17,91.48,Material de expediente (csp) PROD. PARA ,,0,,10/2024,0,0,,,,4613,,,,,,1,2024-10-17,VE0835206 FOGO,91.48,-,3
2,5946,99,2024-10-17,29.95,Material de expediente (csp) PRODUTOS PA,,0,,10/2024,0,0,,,,4614,,,,,,1,2024-10-17,VE0257319 FOGO,29.95,-,3
2,5947,99,2024-10-17,52.68,Despesas de copa COMPRA OLEO PIPOCA DRIV,,0,,10/2024,0,0,,,,4615,,,,,,1,2024-10-17,VE0303951 FOGO,52.68,-,3
2,5948,99,2024-10-17,132,Material de expediente COMPRA DE FOGOS D,,0,,10/2024,0,0,,,,4616,,,,,,1,2024-10-17,VE0468093 DIPEB,132,-,3
2,5949,99,2024-10-17,18.03,Material de expediente (csp) FITA ZEBRAD,,0,,10/2024,0,0,,,,4617,,,,,,1,2024-10-17,VE0490060 CASA,18.03,-,3
2,5950,99,2024-10-17,700,Salario Base (csp) VALE FABRICIO ,,0,,10/2024,0,0,,,,4618,,,,,,1,2024-10-17,PIX_DEB   00226,700,-,3
2,5951,99,2024-10-17,100,Doações REDE CANCER,,0,,10/2024,0,0,,,,4619,,,,,,1,2024-10-17,PIX_DEB   03907,100,-,3
2,5952,5,2024-10-18,1531,RECEBIMENTO PIX UNOPAR,,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-18,PIX_CRED  36167,1531,+,2
2,5953,99,2024-10-18,59,Pagamento de terceiros - FACEMS/DOU ELIS,,0,,10/2024,0,0,,,,4620,,,,,,1,2024-10-18,38733648000140,59,-,3
2,5954,99,2024-10-18,143.68,Pagamento de terceiros - FACEMS/ITAQ ENE,,0,,10/2024,0,0,,,,4621,,,,,,1,2024-10-18,PIX_DEB   15413,143.68,-,3
2,5955,99,2024-10-18,511.25,Pagamento de terceiros - FACEMS/DOU ACER,,0,,10/2024,0,0,,,,4622,,,,,,1,2024-10-18,PIX_DEB   08449,511.25,-,3
2,5956,99,2024-10-18,308,Material de limpeza (csp) SABONETE LIQUI,,0,,10/2024,0,0,,,,4623,,,,,,1,2024-10-18,03715067000109,308,-,3
2,5957,99,2024-10-18,109.9,Serviços prestados (csp) ASSINATURA ELET,,0,,10/2024,0,0,,,,4624,,,,,,1,2024-10-18,18727053000174,109.9,-,3
2,5958,99,2024-10-18,100,Salario-Base  PAGAMENTO DIARIA CAMILO,,0,,10/2024,0,0,,,,4625,,,,,,1,2024-10-18,CX354683  03181,100,-,3
2,5959,99,2024-10-18,59,Pagamento de terceiros - FACEMS/DOU LUIZ,,0,,10/2024,0,0,,,,4626,,,,,,,,,,,
2,5960,99,2024-10-18,187.58,Pagamento de terceiros - FACEMS/NAV CART,,0,,10/2024,0,0,,,,4627,,,,,,1,2024-10-18,18236120000158,187.58,-,3
2,5961,99,2024-10-18,334,Pagamento de terceiros - FACEMS/NAV ABAS,,0,,10/2024,0,0,,,,4628,,,,,,1,2024-10-18,VE0336812 AUTO,334,-,3
2,5962,99,2024-10-18,104,Material de expediente (csp) COMPRA DRIV,,0,,10/2024,0,0,,,,4629,,,,,,1,2024-10-18,VE0438586 A COL,104,-,3
2,5963,99,2024-10-18,1.54,Tarifas bancárias TARIFA COM RECEBIMENTO,,0,,10/2024,0,0,,,,4630,,,,,,1,2024-10-18,COB000002 -30,1.54,-,3
2,5964,4,2024-10-21,2537.44,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1054,1,2024-10-21,COB000002 -31,2537.44,+,3
2,5965,99,2024-10-21,33.47,Tarifas bancárias SEGURO PRESTAMISTA,,0,,10/2024,0,0,,,,4631,,,,,,1,2024-10-21,C41033604 -32,33.47,-,3
2,5966,4,2024-10-21,2537.44,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1055,,,,,,
2,5967,99,2024-10-21,46,Material de expediente (csp) COMPRA CABO,,0,,10/2024,0,0,,,,4632,,,,,,1,2024-10-21,VE0408333 JUNIN,46,-,3
2,5968,4,2024-10-21,80,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1056,1,2024-10-21,CX932523  23019,80,+,3
2,5969,99,2024-10-21,170,Manutenção e conserv. equipamentos CONF.,,0,,10/2024,0,0,,,,4633,,,,,,1,2024-10-21,PIX_DEB   93912,170,-,3
2,5970,99,2024-10-21,1170,Manutenção e conserv. equipamentos PLACA,,0,,10/2024,0,0,,,,4634,,,,,,1,2024-10-21,CX957044  22507,1170,-,3
2,5971,99,2024-10-21,59,Pagamento de terceiros - FACEMS/DOU CRIS,,0,,10/2024,0,0,,,,4635,,,,,,1,2024-10-21,38733648000140,59,-,3
2,5972,99,2024-10-21,185.85,Material de expediente (csp) COMPRA DE B,,0,,10/2024,0,0,,,,4636,,,,,,1,2024-10-21,PIX_DEB   73442,185.85,-,3
2,5973,99,2024-10-21,4000,Aluguel de imóvel (csp) ALUGUEL LEAOZINH,,0,,10/2024,0,0,,,,4637,,,,,,1,2024-10-21,PIX_DEB   84732,4000,-,3
2,5974,99,2024-10-21,37,Material de expediente (csp) COMPRA TAPA,,0,,10/2024,0,0,,,,4638,,,,,,1,2024-10-21,VE0884572 TAPAJ,37,-,3
2,5975,4,2024-10-21,40,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1057,1,2024-10-21,CX459516  44958,40,+,3
2,5976,99,2024-10-21,1.54,Tarifas bancárias TARIFA COM RECEBIMENTO,,0,,10/2024,0,0,,,,4639,,,,,,1,2024-10-21,COB000002 -43,1.54,-,3
2,5977,4,2024-10-22,976.85,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1058,1,2024-10-22,604640889 -44,976.85,+,3
2,5978,4,2024-10-22,2517.02,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1059,1,2024-10-22,COB000002 -45,2517.02,+,3
2,5979,4,2024-10-22,756.28,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1060,1,2024-10-22,PIX_CRED  05977,756.28,+,3
6,5980,99,2024-10-17,51.86,Pagamento de terceiros - CEI/ITAQ TARIFA,,0,,10/2024,0,0,,,,4640,,,,,,,,,,,
6,5981,4,2024-10-21,723.8,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1061,,,,,,
6,5982,4,2024-10-21,1671.29,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1062,,,,,,
6,5983,4,2024-10-21,2345.94,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1063,,,,,,
6,5984,4,2024-10-21,702.23,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1064,,,,,,
6,5985,99,2024-10-21,1264.07,Serviços prestados (csp) DEDETIZAÇAO,,0,,10/2024,0,0,,,,4641,,,,,,,,,,,
6,5986,99,2024-10-21,500,Pagamento de terceiros - FACEMS/DOU VALE,,0,,10/2024,0,0,,,,4642,,,,,,,,,,,
6,5987,99,2024-10-21,300,Pagamento de terceiros - FACEMS/DOU VALE,,0,,10/2024,0,0,,,,4643,,,,,,,,,,,
6,5988,99,2024-10-21,178,Telefone (csp) TELEFONE FIXO CN,,0,,10/2024,0,0,,,,4644,,,,,,,,,,,
6,5989,99,2024-10-21,1020.99,Pagamento de terceiros - FACEMS/NAV HONO,,0,,10/2024,0,0,,,,4645,,,,,,,,,,,
6,5990,99,2024-10-21,738,Serviços prestados (csp) IEL,,0,,10/2024,0,0,,,,4646,,,,,,,,,,,
6,5991,99,2024-10-21,1479,Transferência bancária (entre contas) EN,,0,,10/2024,0,0,,,,4647,,,,,,,,,,,
6,5992,99,2024-10-21,0.87,Tarifas bancárias TARIFA PIX ENVIADO,,0,,10/2024,0,0,,,,4648,,,,,,,,,,,
6,5993,4,2024-10-25,1172.71,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1065,1,2024-10-25,202410250117271,1172.71,+,3
6,5994,99,2024-10-25,1172.71,BB GIRO PRONAMPE,95410920000873,,,10/2024,0,0,0,0,0,4649,0,,0,,,1,2024-10-25,202410251117271,1172.71,-,2
2,6130,99,2024-10-30,1855,Pagamento de terceiros - CEI/ITAQ MOTOR ,,0,,10/2024,0,0,,,,4737,,,,,,,,,,,
7,5995,99,2024-10-18,10,Pagamento de terceiros - FACEMS/NAV TARI,,0,,10/2024,0,0,,,,4650,,,,,,,,,,,
7,5996,99,2024-10-18,1990,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,4651,0,,0,,,1,2024-10-18,202410181199000,1990,-,2
7,5997,4,2024-10-21,43.82,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1066,1,2024-10-21,2024102104382,43.82,+,3
7,5998,4,2024-10-21,41.63,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1067,1,2024-10-21,2024102104163,41.63,+,3
7,5999,4,2024-10-21,43.82,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1068,1,2024-10-21,202410210438211,43.82,+,3
7,6000,4,2024-10-21,2404.93,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1069,1,2024-10-21,202410210240493,2404.93,+,3
7,6001,4,2024-10-21,2195.43,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1070,1,2024-10-21,202410210219543,2195.43,+,3
7,6002,99,2024-10-21,8000,Transferência bancária (entre contas) TR,,0,,10/2024,0,0,,,,4652,,,,,,1,2024-10-21,202410211800000,8000,-,3
7,6003,99,2024-10-21,1000,Pro-labore TRANF. PAULA MEYORI TERUYA ,,0,,10/2024,0,0,,,,4653,,,,,,1,2024-10-21,202410211100000,1000,-,3
7,6004,99,2024-10-21,876.72,Pro-labore PIX ENVIADO VUONCARD,,0,,10/2024,0,0,,,,4654,,,,,,1,2024-10-21,20241021187672,876.72,-,3
7,6005,99,2024-10-21,4000,Pro-labore PIX ENVIADO CONTA ELAINE,,0,,10/2024,0,0,,,,4655,,,,,,1,2024-10-21,202410211400000,4000,-,3
7,6006,2,2024-10-21,9147.09,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-21,202410210914709,9147.09,+,2
7,6007,4,2024-10-22,1683.23,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1071,1,2024-10-22,202410220168323,1683.23,+,3
7,6008,99,2024-10-22,19.9,Pagamento de terceiros - FACEMS/NAV TARI,,0,,10/2024,0,0,,,,4656,,,,,,1,2024-10-22,2024102211990,19.9,-,3
7,6009,99,2024-10-22,1663.33,BB RENDE FÁCIL,9903,,,10/2024,0,0,0,0,0,4657,0,,0,,,1,2024-10-22,202410221166333,1663.33,-,2
5,6010,99,2024-10-17,2000,Transferência bancária (entre contas) TR,,0,,10/2024,0,0,,,,4658,,,,,,,,,,,
5,6011,99,2024-10-17,650.98,Pro-labore AGUAS GUARIROBAS SA ELAINE,,0,,10/2024,0,0,,,,4659,,,,,,,,,,,
5,6012,99,2024-10-17,300,Salario Base (csp) VALE FABRICIO,,0,,10/2024,0,0,,,,4660,,,,,,,,,,,
5,6013,99,2024-10-17,30,Pagamento de terceiros - FACEMS/DOU TARI,,0,,10/2024,0,0,,,,4661,,,,,,,,,,,
5,6014,2,2024-10-17,2980.98,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-17,202410170298098,2980.98,+,2
5,6015,99,2024-10-17,1531,Transferência bancária (entre contas) TR,,0,,10/2024,0,0,,,,4662,,,,,,,,,,,
5,6016,99,2024-10-17,0.68,Tarifas bancárias TARIFA PIX ENVIADO,,0,,10/2024,0,0,,,,4663,,,,,,,,,,,
5,6017,2,2024-10-18,531.68,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-18,20241018053168,531.68,+,2
5,6018,4,2024-10-21,343.09,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1072,,,,,,
5,6019,4,2024-10-21,268.9,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1073,,,,,,
5,6020,4,2024-10-21,156.69,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1074,,,,,,
5,6021,4,2024-10-21,149,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1075,,,,,,
7,6022,4,2024-10-21,37.25,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1076,,,,,,
5,6023,4,2024-10-21,37.25,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1077,,,,,,
5,6024,4,2024-10-21,4464.31,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1078,,,,,,
5,6025,99,2024-10-21,2.29,Pagamento de terceiros - FACEMS/DOU TARI,,0,,10/2024,0,0,,,,4664,,,,,,,,,,,
5,6026,99,2024-10-21,10,Pagamento de terceiros - FACEMS/DOU TARI,,0,,10/2024,0,0,,,,4665,,,,,,,,,,,
5,6027,99,2024-10-21,4406.95,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,4666,0,,0,,,1,2024-10-21,202410211440695,4406.95,-,2
5,6028,4,2024-10-22,2246,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1079,,,,,,
5,6029,99,2024-10-22,5263.64,FESTA DIA DOS PAIS CHOP POBREZA DIA DOS ,,0,,10/2024,0,0,,,,4667,,,,,,,,,,,
5,6030,2,2024-10-22,3017.64,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-22,202410220301764,3017.64,+,2
5,6031,99,2024-10-23,100,Pro-labore AUTO POSTO CAMPO GRANDE,,0,,10/2024,0,0,,,,4668,,,,,,1,2024-10-23,20241023110000,100,-,3
5,6032,99,2024-10-23,711.57,Pro-labore PIX ENVIADO CAIXA ENCONOMICA ,,0,,10/2024,0,0,,,,4669,,,,,,1,2024-10-23,20241023171157,711.57,-,3
5,6033,99,2024-10-23,59,Pagamento de terceiros - FACEMS/DOU VALD,,0,,10/2024,0,0,,,,4670,,,,,,1,2024-10-23,2024102315900,59,-,3
5,6034,99,2024-10-23,59,Pagamento de terceiros - FACEMS/DOU ANDR,,0,,10/2024,0,0,,,,4671,,,,,,1,2024-10-23,202410231590011,59,-,3
5,6035,99,2024-10-23,59,Pagamento de terceiros - FACEMS/DOU LUCI,,0,,10/2024,0,0,,,,4672,,,,,,1,2024-10-23,202410231590021,59,-,3
5,6036,99,2024-10-23,59,Pagamento de terceiros - FACEMS/NAV SERG,,0,,10/2024,0,0,,,,4673,,,,,,1,2024-10-23,202410231590031,59,-,3
5,6037,99,2024-10-23,10,Tarifas bancárias TARIFA PIX ENVIADOS,,0,,10/2024,0,0,,,,4674,,,,,,1,2024-10-23,2024102311000,10,-,3
5,6038,2,2024-10-23,1057.57,BB RENDE FÁCIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-23,202410230105757,1057.57,+,2
5,6039,99,2024-10-23,200,Salario Base (csp) VALE FABRICIO ,,0,,10/2024,0,0,,,,4675,,,,,,1,2024-10-24,20241024120000,200,-,4
5,6040,99,2024-10-23,1000,Transferência bancária (entre contas) EN,,0,,10/2024,0,0,,,,4676,,,,,,1,2024-10-24,202410241100000,1000,-,4
2,6131,99,2024-10-30,29.95,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4738,,,,,,,,,,,
5,6041,2,2024-10-24,331.77,BB RENDE FÁCIL - RENDE FACIL,9903,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-24,20241024033177,331.77,+,2
5,6042,99,2024-10-25,131.77,BB GIRO PRONAMPE,95410933000612,,,10/2024,0,0,0,0,0,4677,0,,0,,,1,2024-10-25,20241025113177,131.77,-,2
2,6132,99,2024-10-30,70.96,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4739,,,,,,,,,,,
2,6133,99,2024-10-30,159.96,Pagamento de terceiros - FACEMS/NAV FLOR,,0,,10/2024,0,0,,,,4740,,,,,,,,,,,
2,6134,4,2024-10-30,3700,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1108,,,,,,
2,6135,4,2024-10-30,883.46,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1109,,,,,,
